model_id,algorithm_id,mean_test_accuracy,mean_test_precision_weighted,mean_test_recall_weighted,mean_test_roc_auc_ovo_weighted,geometric_mean_score_weighted,matthews_corrcoef,f1_weighted,log_loss
78,1,0.865325444,0.867647118,0.865325444,0.970202943,1,1,1,0
79,1,0.833379742,0.837731303,0.833379742,0.961406638,0.906024384,0.817391356,0.884538701,0.555151456
80,1,0.857055343,0.859965919,0.857055343,0.968929866,1,1,1,0
81,1,0.835739645,0.838911247,0.835739645,0.960489346,0.912755831,0.828641788,0.891958854,0.570754
82,1,0.858217891,0.861096204,0.858217891,0.968426418,1,1,1,0
83,1,0.835739645,0.83925722,0.835739645,0.960048164,0.900400265,0.80752746,0.87843084,0.584229365
84,1,0.862944657,0.865655194,0.862944657,0.968043693,1,1,1,0
85,1,0.838106509,0.841535846,0.838106509,0.959640356,0.901622074,0.809582768,0.879712446,0.597298272
86,1,0.860584755,0.863562307,0.860584755,0.967645751,1,1,1,0
87,1,0.833393665,0.837620967,0.833393665,0.959190483,0.888898824,0.785136015,0.864120363,0.610273424
88,1,0.851131222,0.854176244,0.851131222,0.96699321,1,1,1,0
89,1,0.83928298,0.843292387,0.83928298,0.958333628,0.892864647,0.792415089,0.869076588,0.618748605
90,1,0.857027497,0.860482958,0.857027497,0.966576087,1,1,1,0
91,1,0.836916116,0.841469237,0.836916116,0.957157146,0.883710338,0.775461116,0.85793971,0.629870752
92,1,0.852300731,0.855696973,0.852300731,0.96577583,1,1,1,0
93,1,0.833372781,0.837584082,0.833372781,0.955812984,0.891250787,0.787223869,0.865635384,0.637897023
94,1,0.852300731,0.855730477,0.852300731,0.964891308,1,1,1,0
95,1,0.832182388,0.836691719,0.832182388,0.95422081,0.886914308,0.779908728,0.860634284,0.64540821
96,1,0.85229377,0.855867032,0.85229377,0.963623048,1,1,1,0
97,1,0.880647407,0.883338664,0.880647407,0.90963367,1,1,1,0
98,1,0.880647407,0.883338664,0.880647407,0.90963367,1,1,1,0
99,1,0.854660634,0.863881371,0.854660634,0.947178452,0.957847047,0.917633581,0.948010624,0.146616384
100,1,0.880647407,0.883338664,0.880647407,0.951119698,1,1,1,0
101,1,0.85943613,0.861722392,0.85943613,0.951495338,0.963231743,0.924632834,0.9527245,0.242463459
102,1,0.862972503,0.864076977,0.862972503,0.958207966,1,1,1,0
103,1,0.860556909,0.864633497,0.860556909,0.959989404,0.935075613,0.875439682,0.921504986,0.321602222
104,1,0.880668291,0.881706701,0.880668291,0.966307356,1,1,1,0
105,1,0.858203968,0.860531865,0.858203968,0.959128963,0.940947078,0.882615872,0.926544098,0.371121293
106,1,0.865297598,0.866633238,0.865297598,0.966525212,1,1,1,0
107,1,0.847573965,0.850956601,0.847573965,0.958127819,0.914394962,0.836028434,0.895882528,0.41378277
108,1,0.867671424,0.869361448,0.867671424,0.965746217,1,1,1,0
109,1,0.854688479,0.856816009,0.854688479,0.957613961,0.912626828,0.830842452,0.894023667,0.450902625
110,1,0.866501914,0.867938483,0.866501914,0.965303999,1,1,1,0
111,1,0.839289941,0.841666369,0.839289941,0.955186143,0.902786269,0.814625015,0.882669974,0.485086597
112,1,0.853484163,0.853947838,0.853484163,0.963221167,1,1,1,0
113,1,0.840487296,0.842624911,0.840487296,0.951735865,0.900770833,0.806631113,0.878645654,0.519610918
114,1,0.854667595,0.855300866,0.854667595,0.960166783,1,1,1,0
115,1,0.829843369,0.832809578,0.829843369,0.949234001,0.898413995,0.805225542,0.876881616,0.5429047
116,1,0.842861121,0.844659838,0.842861121,0.957872769,1,1,1,0
117,1,0.823933171,0.825727524,0.823933171,0.947640725,0.897612748,0.801286472,0.874854086,0.573552836
118,1,0.841691612,0.843390776,0.841691612,0.956980578,1,1,1,0
119,1,0.814451793,0.816387983,0.814451793,0.944514769,0.889242669,0.787956493,0.865927009,0.600729727
120,1,0.832231117,0.834021961,0.832231117,0.954159372,1,1,1,0
121,1,0.808555517,0.81073819,0.808555517,0.942949539,0.892380855,0.791560459,0.868908054,0.623812487
122,1,0.831026801,0.833210975,0.831026801,0.952684438,1,1,1,0
123,1,0.800264532,0.802132011,0.800264532,0.94179053,0.878407385,0.765104778,0.851782911,0.64642548
124,1,0.823933171,0.826428411,0.823933171,0.951883693,1,1,1,0
125,1,0.799088061,0.801899797,0.799088061,0.939873296,0.877554235,0.762373222,0.850897432,0.668303613
126,1,0.820389836,0.822437576,0.820389836,0.949839925,1,1,1,0
127,1,0.793177863,0.795332627,0.793177863,0.937271631,0.872358978,0.751281094,0.843757096,0.684220444
128,1,0.818036895,0.82009098,0.818036895,0.948108809,1,1,1,0
129,1,0.799088061,0.801769132,0.799088061,0.936138222,0.869938118,0.746857256,0.841610925,0.700536907
130,1,0.826300035,0.828386899,0.826300035,0.946961963,1,1,1,0
131,1,0.802638357,0.80456422,0.802638357,0.935204534,0.862040335,0.732237579,0.831867905,0.716271374
132,1,0.825109642,0.827277433,0.825109642,0.945919948,1,1,1,0
133,1,0.794368256,0.796342881,0.794368256,0.933999095,0.864040633,0.734202516,0.833354617,0.732209705
134,1,0.812133658,0.813380924,0.812133658,0.944757152,1,1,1,0
135,1,0.793191786,0.795265206,0.793191786,0.932233999,0.856491746,0.72100635,0.824507544,0.747593567
136,1,0.807392969,0.80847355,0.807392969,0.943675521,1,1,1,0
137,1,0.792022276,0.795051786,0.792022276,0.930315902,0.857201055,0.720851534,0.824809241,0.761873751
138,1,0.802666203,0.804103261,0.802666203,0.942566486,1,1,1,0
139,1,0.787281587,0.790787503,0.787281587,0.929223771,0.850113033,0.706771821,0.814820169,0.773240578
140,1,0.803849635,0.805759173,0.803849635,0.941768373,1,1,1,0
141,1,0.788465019,0.792593904,0.788465019,0.927917046,0.86004424,0.726509073,0.828275189,0.787149486
142,1,0.808562478,0.810585253,0.808562478,0.940342004,1,1,1,0
143,1,0.781357466,0.787044044,0.781357466,0.926846284,0.85575154,0.715668554,0.820317283,0.797159896
144,1,0.806202576,0.80763408,0.806202576,0.939440141,1,1,1,0
145,1,0.880647407,0.883338664,0.880647407,0.90963367,1,1,1,0
146,1,0.880647407,0.883338664,0.880647407,0.90963367,1,1,1,0
147,1,0.854660634,0.863881371,0.854660634,0.947178452,0.957847047,0.917633581,0.948010624,0.146616384
148,1,0.880647407,0.883338664,0.880647407,0.951119698,1,1,1,0
149,1,0.85943613,0.861722392,0.85943613,0.951495338,0.963231743,0.924632834,0.9527245,0.242463459
150,1,0.862972503,0.864076977,0.862972503,0.958207966,1,1,1,0
151,1,0.860556909,0.864633497,0.860556909,0.959989404,0.935075613,0.875439682,0.921504986,0.321602222
152,1,0.880668291,0.881706701,0.880668291,0.966307356,1,1,1,0
153,1,0.858203968,0.860531865,0.858203968,0.959128963,0.940947078,0.882615872,0.926544098,0.371121293
154,1,0.865297598,0.866633238,0.865297598,0.966525212,1,1,1,0
155,1,0.847573965,0.850956601,0.847573965,0.958127819,0.914394962,0.836028434,0.895882528,0.41378277
156,1,0.867671424,0.869361448,0.867671424,0.965746217,1,1,1,0
157,1,0.854688479,0.856816009,0.854688479,0.957613961,0.912626828,0.830842452,0.894023667,0.450902625
158,1,0.866501914,0.867938483,0.866501914,0.965303999,1,1,1,0
159,1,0.839289941,0.841666369,0.839289941,0.955186143,0.902786269,0.814625015,0.882669974,0.485086597
160,1,0.853484163,0.853947838,0.853484163,0.963221167,1,1,1,0
161,1,0.840487296,0.842624911,0.840487296,0.951735865,0.900770833,0.806631113,0.878645654,0.519610918
162,1,0.854667595,0.855300866,0.854667595,0.960166783,1,1,1,0
163,1,0.829843369,0.832809578,0.829843369,0.949234001,0.898413995,0.805225542,0.876881616,0.5429047
164,1,0.842861121,0.844659838,0.842861121,0.957872769,1,1,1,0
165,1,0.823933171,0.825727524,0.823933171,0.947640725,0.897612748,0.801286472,0.874854086,0.573552836
166,1,0.841691612,0.843390776,0.841691612,0.956980578,1,1,1,0
167,1,0.814451793,0.816387983,0.814451793,0.944514769,0.889242669,0.787956493,0.865927009,0.600729727
168,1,0.832231117,0.834021961,0.832231117,0.954159372,1,1,1,0
169,1,0.808555517,0.81073819,0.808555517,0.942949539,0.892380855,0.791560459,0.868908054,0.623812487
170,1,0.831026801,0.833210975,0.831026801,0.952684438,1,1,1,0
171,1,0.800264532,0.802132011,0.800264532,0.94179053,0.878407385,0.765104778,0.851782911,0.64642548
172,1,0.823933171,0.826428411,0.823933171,0.951883693,1,1,1,0
173,1,0.799088061,0.801899797,0.799088061,0.939873296,0.877554235,0.762373222,0.850897432,0.668303613
174,1,0.820389836,0.822437576,0.820389836,0.949839925,1,1,1,0
175,1,0.793177863,0.795332627,0.793177863,0.937271631,0.872358978,0.751281094,0.843757096,0.684220444
176,1,0.818036895,0.82009098,0.818036895,0.948108809,1,1,1,0
177,1,0.799088061,0.801769132,0.799088061,0.936138222,0.869938118,0.746857256,0.841610925,0.700536907
178,1,0.826300035,0.828386899,0.826300035,0.946961963,1,1,1,0
179,1,0.802638357,0.80456422,0.802638357,0.935204534,0.862040335,0.732237579,0.831867905,0.716271374
180,1,0.825109642,0.827277433,0.825109642,0.945919948,1,1,1,0
181,1,0.794368256,0.796342881,0.794368256,0.933999095,0.864040633,0.734202516,0.833354617,0.732209705
182,1,0.812133658,0.813380924,0.812133658,0.944757152,1,1,1,0
183,1,0.793191786,0.795265206,0.793191786,0.932233999,0.856491746,0.72100635,0.824507544,0.747593567
184,1,0.807392969,0.80847355,0.807392969,0.943675521,1,1,1,0
185,1,0.792022276,0.795051786,0.792022276,0.930315902,0.857201055,0.720851534,0.824809241,0.761873751
186,1,0.802666203,0.804103261,0.802666203,0.942566486,1,1,1,0
187,1,0.787281587,0.790787503,0.787281587,0.929223771,0.850113033,0.706771821,0.814820169,0.773240578
188,1,0.803849635,0.805759173,0.803849635,0.941768373,1,1,1,0
189,1,0.788465019,0.792593904,0.788465019,0.927917046,0.86004424,0.726509073,0.828275189,0.787149486
190,1,0.808562478,0.810585253,0.808562478,0.940342004,1,1,1,0
191,1,0.781357466,0.787044044,0.781357466,0.926846284,0.85575154,0.715668554,0.820317283,0.797159896
192,1,0.806202576,0.80763408,0.806202576,0.939440141,1,1,1,0
193,1,0.806188653,0.806894888,0.806188653,0.844365243,1,1,1,0
194,1,0.806188653,0.806894888,0.806188653,0.844365243,1,1,1,0
195,1,0.788478942,0.799521675,0.788478942,0.89186573,0.925008575,0.857146107,0.908047887,0.231080171
196,1,0.809738949,0.80996525,0.809738949,0.898060999,1,1,1,0
197,1,0.783766098,0.785492259,0.783766098,0.902773447,0.931082296,0.858422732,0.911585861,0.393990238
198,1,0.792029238,0.793208778,0.792029238,0.912274288,1,1,1,0
199,1,0.77780717,0.781566407,0.77780717,0.908728384,0.90018945,0.808468094,0.877755229,0.489113473
200,1,0.792015315,0.792589627,0.792015315,0.919171373,1,1,1,0
201,1,0.779025409,0.780660785,0.779025409,0.908229831,0.88847857,0.778467661,0.861253181,0.552291144
202,1,0.783759137,0.784141308,0.783759137,0.919246644,1,1,1,0
203,1,0.769550992,0.772673713,0.769550992,0.911366151,0.875792477,0.758071597,0.846464658,0.610018693
204,1,0.78494953,0.78489571,0.78494953,0.921901463,1,1,1,0
205,1,0.775489036,0.776985175,0.775489036,0.914395122,0.877216973,0.757071308,0.847669974,0.657070048
206,1,0.783759137,0.78416545,0.783759137,0.924005959,1,1,1,0
207,1,0.769557953,0.773300204,0.769557953,0.912560431,0.867751064,0.740865832,0.835980946,0.685603937
208,1,0.78377306,0.784092561,0.78377306,0.922191592,1,1,1,0
209,1,0.762457362,0.763689568,0.762457362,0.913485948,0.866461563,0.738017082,0.835838856,0.712728448
210,1,0.779039332,0.779596321,0.779039332,0.923080273,1,1,1,0
211,1,0.768353637,0.76982775,0.768353637,0.911049912,0.851728198,0.711589774,0.817940302,0.745244871
212,1,0.77193874,0.772551974,0.77193874,0.921655399,1,1,1,0
213,1,0.757716673,0.757997,0.757716673,0.90647638,0.858420274,0.725677608,0.827513902,0.767716536
214,1,0.774291681,0.774028369,0.774291681,0.918034558,1,1,1,0
215,1,0.769544031,0.771468138,0.769544031,0.905969977,0.841341203,0.689232021,0.804203865,0.797730933
216,1,0.776644622,0.776471881,0.776644622,0.917754634,1,1,1,0
217,1,0.767177167,0.768100348,0.767177167,0.903449552,0.837200032,0.681605713,0.800980848,0.815782149
218,1,0.773094327,0.772814438,0.773094327,0.915855225,1,1,1,0
219,1,0.758900104,0.760030282,0.758900104,0.900865025,0.837655861,0.680868575,0.799675184,0.843582073
220,1,0.764831187,0.765261581,0.764831187,0.913471835,1,1,1,0
221,1,0.754187261,0.754776367,0.754187261,0.899127152,0.831976732,0.67024757,0.794147642,0.866028742
222,1,0.771917856,0.771888143,0.771917856,0.911252374,1,1,1,0
223,1,0.747107553,0.748820009,0.747107553,0.896888451,0.829237547,0.665392219,0.790169211,0.882342885
224,1,0.763640794,0.76334784,0.763640794,0.909956847,1,1,1,0
225,1,0.73530804,0.73816631,0.73530804,0.89480999,0.828421449,0.665840711,0.790720293,0.901950401
226,1,0.755370693,0.756086783,0.755370693,0.908686779,1,1,1,0
227,1,0.742373825,0.745006704,0.742373825,0.894526562,0.82649423,0.65899543,0.785243494,0.917432644
228,1,0.754208145,0.755667428,0.754208145,0.908611974,1,1,1,0
229,1,0.745931083,0.748239386,0.745931083,0.890907479,0.821984675,0.648337567,0.779789134,0.929518658
230,1,0.756568047,0.757026183,0.756568047,0.906007822,1,1,1,0
231,1,0.740027846,0.742712569,0.740027846,0.891471187,0.823963636,0.650080928,0.7797192,0.945581319
232,1,0.755398538,0.756424307,0.755398538,0.906284536,1,1,1,0
233,1,0.736484511,0.738347413,0.736484511,0.890069113,0.818760103,0.640915315,0.775028027,0.960285671
234,1,0.757758441,0.75906798,0.757758441,0.905242837,1,1,1,0
235,1,0.732927254,0.734865468,0.732927254,0.887470164,0.814801478,0.632560618,0.769146476,0.977545547
236,1,0.749495301,0.751876149,0.749495301,0.903390657,1,1,1,0
237,1,0.731729899,0.732900767,0.731729899,0.886262108,0.818750052,0.639705257,0.774162349,0.98511557
238,1,0.756561086,0.757482419,0.756561086,0.902521284,1,1,1,0
239,1,0.73173686,0.734181821,0.73173686,0.883503279,0.814348478,0.629309092,0.767269741,0.992662795
240,1,0.745938044,0.748136499,0.745938044,0.900751566,1,1,1,0
241,1,0.906668987,0.908388216,0.906668987,0.930128462,1,1,1,0
242,1,0.906668987,0.908388216,0.906668987,0.930128462,1,1,1,0
243,1,0.883021232,0.894490286,0.883021232,0.964349853,0.969059154,0.93495079,0.959053126,0.109962288
244,1,0.905485555,0.907144524,0.905485555,0.967361258,1,1,1,0
245,1,0.898391925,0.901170358,0.898391925,0.971523202,0.975601419,0.947542316,0.966974925,0.183524529
246,1,0.907852419,0.909389374,0.907852419,0.974559816,1,1,1,0
247,1,0.890114863,0.89736537,0.890114863,0.976117534,0.959440589,0.917572362,0.948202111,0.241471269
248,1,0.904295162,0.906369929,0.904295162,0.980292504,1,1,1,0
249,1,0.900758789,0.903651772,0.900758789,0.978800513,0.958505413,0.916862067,0.948040925,0.286299813
250,1,0.903132614,0.90586285,0.903132614,0.983027401,1,1,1,0
251,1,0.887747999,0.895427742,0.887747999,0.979687706,0.941910391,0.885384051,0.927803228,0.315258033
252,1,0.911388792,0.915044312,0.911388792,0.983829811,1,1,1,0
253,1,0.893665158,0.896805826,0.893665158,0.977397567,0.952615982,0.904152201,0.939811015,0.338054178
254,1,0.896025061,0.899333984,0.896025061,0.982117506,1,1,1,0
255,1,0.874758093,0.880678372,0.874758093,0.975282607,0.937174639,0.876390237,0.921892792,0.36471397
256,1,0.899575357,0.902362121,0.899575357,0.980407238,1,1,1,0
257,1,0.88423251,0.887929493,0.88423251,0.974291857,0.939457467,0.879567179,0.924200594,0.402584267
258,1,0.896045945,0.898933341,0.896045945,0.979375457,1,1,1,0
259,1,0.866494953,0.870652977,0.866494953,0.972823816,0.928352583,0.860833879,0.912093705,0.427758675
260,1,0.885415942,0.888440438,0.885415942,0.978227729,1,1,1,0
261,1,0.873581622,0.877575608,0.873581622,0.971282284,0.925139484,0.852987153,0.907445982,0.453028014
262,1,0.883042116,0.886313661,0.883042116,0.976910609,1,1,1,0
263,1,0.855844065,0.860842554,0.855844065,0.969054724,0.918395472,0.840023475,0.899081811,0.475113721
264,1,0.87831535,0.880750219,0.87831535,0.97516443,1,1,1,0
265,1,0.857034459,0.85966572,0.857034459,0.967687022,0.92746852,0.856697153,0.909863596,0.495426219
266,1,0.87831535,0.880633359,0.87831535,0.974119516,1,1,1,0
267,1,0.836943961,0.841487439,0.836943961,0.964757703,0.910374435,0.826444856,0.890445691,0.514882097
268,1,0.865318482,0.866927968,0.865318482,0.971850442,1,1,1,0
269,1,0.83811347,0.841681487,0.83811347,0.962615217,0.915534183,0.835712689,0.896598617,0.534383486
270,1,0.864142012,0.866410268,0.864142012,0.970077234,1,1,1,0
271,1,0.834556213,0.838650104,0.834556213,0.961362933,0.905241829,0.81565215,0.883383208,0.555617172
272,1,0.854681518,0.857994487,0.854681518,0.969076815,1,1,1,0
273,1,0.834556213,0.837537517,0.834556213,0.960496586,0.911556869,0.826528092,0.89076945,0.568867109
274,1,0.860584755,0.86369239,0.860584755,0.968389808,1,1,1,0
275,1,0.833379742,0.837000111,0.833379742,0.959808371,0.900400265,0.80752746,0.87843084,0.585561549
276,1,0.860584755,0.863631705,0.860584755,0.967882449,1,1,1,0
277,1,0.84045945,0.844293258,0.84045945,0.959905284,0.901622074,0.809582768,0.879712446,0.598343023
278,1,0.860584755,0.863562307,0.860584755,0.967941853,1,1,1,0
279,1,0.834570136,0.838930548,0.834570136,0.958918225,0.89048942,0.788890698,0.866402809,0.609544544
280,1,0.851131222,0.854176244,0.851131222,0.966981841,1,1,1,0
281,1,0.839289941,0.842945269,0.839289941,0.95835822,0.894040868,0.794113979,0.87034993,0.619170199
282,1,0.857034459,0.860265555,0.857034459,0.966542889,1,1,1,0
283,1,0.836909154,0.841478368,0.836909154,0.957233145,0.882902961,0.773437614,0.85681137,0.629484794
284,1,0.853477202,0.856942499,0.853477202,0.965875639,1,1,1,0
285,1,0.834556213,0.838542205,0.834556213,0.956315738,0.888852709,0.783177668,0.863243226,0.64124531
286,1,0.854667595,0.857838717,0.854667595,0.964959745,1,1,1,0
287,1,0.834549252,0.838662764,0.834549252,0.954344901,0.888898166,0.783593734,0.863050691,0.644977934
288,1,0.851110338,0.854344295,0.851110338,0.963701591,1,1,1,0
289,1,0.880647407,0.883338664,0.880647407,0.90963367,1,1,1,0
290,1,0.880647407,0.883338664,0.880647407,0.90963367,1,1,1,0
291,1,0.854660634,0.863881371,0.854660634,0.947178452,0.957847047,0.917633581,0.948010624,0.146616384
292,1,0.880647407,0.883338664,0.880647407,0.951119698,1,1,1,0
293,1,0.85943613,0.861722392,0.85943613,0.951495338,0.963231743,0.924632834,0.9527245,0.243395689
294,1,0.862972503,0.864076977,0.862972503,0.958207966,1,1,1,0
295,1,0.860556909,0.864633497,0.860556909,0.959989404,0.935075613,0.875439682,0.921504986,0.321602222
296,1,0.880668291,0.881706701,0.880668291,0.966307356,1,1,1,0
297,1,0.857020536,0.859216452,0.857020536,0.959000632,0.940947078,0.882615872,0.926544098,0.371121293
298,1,0.864114166,0.865309384,0.864114166,0.966445829,1,1,1,0
299,1,0.846390533,0.849929,0.846390533,0.958099508,0.914394962,0.836028434,0.895882528,0.41378277
300,1,0.867671424,0.869361448,0.867671424,0.965710035,1,1,1,0
301,1,0.854688479,0.856816009,0.854688479,0.957613961,0.912626828,0.830842452,0.894023667,0.453576895
302,1,0.866501914,0.867938483,0.866501914,0.965303999,1,1,1,0
303,1,0.839289941,0.841666369,0.839289941,0.955391894,0.902786269,0.814625015,0.882669974,0.485393607
304,1,0.853484163,0.853947838,0.853484163,0.963330078,1,1,1,0
305,1,0.840487296,0.842624911,0.840487296,0.951763723,0.900770833,0.806631113,0.878645654,0.519191732
306,1,0.854667595,0.855300866,0.854667595,0.960166783,1,1,1,0
307,1,0.828659937,0.831687104,0.828659937,0.949044437,0.898413995,0.805225542,0.876881616,0.543259117
308,1,0.841677689,0.843640311,0.841677689,0.957755468,1,1,1,0
309,1,0.823933171,0.825727524,0.823933171,0.947521294,0.897612748,0.801286472,0.874854086,0.57400823
310,1,0.84050818,0.842372432,0.84050818,0.956970414,1,1,1,0
311,1,0.814451793,0.816387983,0.814451793,0.944479676,0.889242669,0.787956493,0.865927009,0.600729727
312,1,0.832231117,0.834021961,0.832231117,0.954131297,1,1,1,0
313,1,0.808555517,0.81073819,0.808555517,0.942866697,0.891574515,0.789705405,0.867739301,0.623612434
314,1,0.831026801,0.833210975,0.831026801,0.952644021,1,1,1,0
