model_id,algorithm_id,mean_test_accuracy,mean_test_precision_weighted,mean_test_recall_weighted,mean_test_roc_auc_ovo_weighted,geometric_mean_score_weighted,matthews_corrcoef,f1_weighted,log_loss
139,1,0.95713258,0.958916183,0.95713258,0.990883865,0.964073263,0.927249144,0.967111933,0.790623859
140,1,0.95713258,0.958916183,0.95713258,0.991042161,1,1,1,0
141,1,0.955704008,0.957648894,0.955704008,0.990883428,0.961996328,0.924006596,0.965665236,0.797634976
142,1,0.95713258,0.958916183,0.95713258,0.991131431,1,1,1,0
143,1,0.95713258,0.958916183,0.95713258,0.990928063,0.964073263,0.927249144,0.967111933,0.801474699
144,1,0.95713258,0.958916183,0.95713258,0.991131431,1,1,1,0
145,1,0.948530319,0.950028586,0.948530319,0.940365561,1,1,1,0
146,1,0.948530319,0.950028586,0.948530319,0.940365561,1,1,1,0
147,1,0.964275437,0.965855639,0.964275437,0.968178702,0.983611317,0.9542401,0.978685976,0.318511942
148,1,0.948530319,0.950028586,0.948530319,0.968091423,1,1,1,0
149,1,0.961377184,0.962474768,0.961377184,0.97848479,0.981765558,0.956318493,0.980046655,0.400487626
150,1,0.961377184,0.962474768,0.961377184,0.978445325,1,1,1,0
151,1,0.964265159,0.965710723,0.964265159,0.979100845,0.980673174,0.953301036,0.978630978,0.497325632
152,1,0.959969168,0.961242976,0.959969168,0.978875487,1,1,1,0
153,1,0.962836588,0.964518673,0.962836588,0.985670205,0.976634721,0.949611726,0.977154157,0.519220262
154,1,0.962836588,0.964518673,0.962836588,0.985353176,1,1,1,0
155,1,0.967122302,0.968613587,0.967122302,0.988482665,0.979580671,0.950298157,0.977216454,0.540046301
156,1,0.959979445,0.961742323,0.959979445,0.988278018,1,1,1,0
157,1,0.961408016,0.963062053,0.961408016,0.988212922,0.976634721,0.949611726,0.977154157,0.557935748
158,1,0.961408016,0.963062053,0.961408016,0.988257556,1,1,1,0
159,1,0.962846865,0.964462672,0.962846865,0.98812415,0.978599673,0.950033136,0.977196177,0.590973785
160,1,0.961418294,0.963134926,0.961418294,0.988281354,1,1,1,0
161,1,0.958561151,0.960450694,0.958561151,0.988238218,0.970301446,0.936994759,0.971442697,0.622654382
162,1,0.958561151,0.960450694,0.958561151,0.988553093,1,1,1,0
163,1,0.958561151,0.960450694,0.958561151,0.988527767,0.971285033,0.93721065,0.971469266,0.644553711
164,1,0.958561151,0.960270206,0.958561151,0.988888557,1,1,1,0
165,1,0.959989723,0.961553811,0.959989723,0.988592863,0.967240574,0.933575741,0.969971765,0.66911886
166,1,0.959989723,0.961553811,0.959989723,0.98888681,1,1,1,0
167,1,0.961418294,0.96284313,0.961418294,0.991066772,0.973468132,0.943303243,0.974298427,0.694309803
168,1,0.958561151,0.960270206,0.958561151,0.991518578,1,1,1,0
169,1,0.95713258,0.958916183,0.95713258,0.990367836,0.967240574,0.933575741,0.969971765,0.689462787
170,1,0.95713258,0.958916183,0.95713258,0.990819643,1,1,1,0
171,1,0.961418294,0.9628549,0.961418294,0.990457106,0.970301446,0.936994759,0.971442697,0.71051193
172,1,0.959989723,0.961553811,0.959989723,0.990908912,1,1,1,0
173,1,0.958561151,0.960199787,0.958561151,0.990771514,0.967240574,0.933575741,0.969971765,0.730363443
174,1,0.958561151,0.960199787,0.958561151,0.99111097,1,1,1,0
175,1,0.958561151,0.960199787,0.958561151,0.990681371,0.970301446,0.936994759,0.971442697,0.736757044
176,1,0.958561151,0.960199787,0.958561151,0.991066117,1,1,1,0
177,1,0.958561151,0.960199787,0.958561151,0.990478222,0.966149759,0.930494647,0.968557059,0.739389883
178,1,0.958561151,0.960199787,0.958561151,0.990795251,1,1,1,0
179,1,0.958561151,0.960199787,0.958561151,0.990387861,0.966149759,0.930494647,0.968557059,0.751812118
180,1,0.958561151,0.960199787,0.958561151,0.990660692,1,1,1,0
181,1,0.95713258,0.958916183,0.95713258,0.990252865,0.966149759,0.930494647,0.968557059,0.756298961
182,1,0.95713258,0.958916183,0.95713258,0.9906829,1,1,1,0
183,1,0.95713258,0.958916183,0.95713258,0.990027289,0.966149759,0.930494647,0.968557059,0.769360746
184,1,0.95713258,0.958916183,0.95713258,0.990479532,1,1,1,0
185,1,0.955704008,0.957648894,0.955704008,0.990749743,0.963086691,0.927105986,0.967079589,0.772018354
186,1,0.95713258,0.958916183,0.95713258,0.990952892,1,1,1,0
187,1,0.95713258,0.958916183,0.95713258,0.990883865,0.964073263,0.927249144,0.967111933,0.790623859
188,1,0.95713258,0.958916183,0.95713258,0.991042161,1,1,1,0
189,1,0.955704008,0.957648894,0.955704008,0.990883428,0.961996328,0.924006596,0.965665236,0.797634976
190,1,0.95713258,0.958916183,0.95713258,0.991131431,1,1,1,0
191,1,0.95713258,0.958916183,0.95713258,0.990928063,0.964073263,0.927249144,0.967111933,0.801474699
192,1,0.95713258,0.958916183,0.95713258,0.991131431,1,1,1,0
193,1,0.944213772,0.946106224,0.944213772,0.932207841,1,1,1,0
194,1,0.944213772,0.946106224,0.944213772,0.932207841,1,1,1,0
195,1,0.955693731,0.957545597,0.955693731,0.964183825,0.983611317,0.9542401,0.978685976,0.347467573
196,1,0.951408016,0.953297754,0.951408016,0.964570805,1,1,1,0
197,1,0.948509764,0.950076175,0.948509764,0.973397411,0.974559505,0.946372058,0.975714803,0.480257132
198,1,0.949948613,0.951512698,0.949948613,0.973652355,1,1,1,0
199,1,0.951377184,0.953550097,0.951377184,0.973281098,0.975322476,0.941040944,0.972956363,0.57999794
200,1,0.945642343,0.948054303,0.945642343,0.973758912,1,1,1,0
201,1,0.951387462,0.953492059,0.951387462,0.974250955,0.968225819,0.933743165,0.970000639,0.628314006
202,1,0.954254882,0.956390338,0.954254882,0.974322252,1,1,1,0
203,1,0.952805755,0.95492388,0.952805755,0.97779687,0.961677098,0.915622503,0.96153576,0.706114266
204,1,0.954234327,0.95635199,0.954234327,0.977888693,1,1,1,0
205,1,0.951387462,0.952515485,0.951387462,0.980061758,0.964951992,0.924617098,0.965763119,0.747112034
206,1,0.954254882,0.955353628,0.954254882,0.980219867,1,1,1,0
207,1,0.955683453,0.956758465,0.955683453,0.982190783,0.966917415,0.92520126,0.965824681,0.766931914
208,1,0.955683453,0.956758465,0.955683453,0.982530081,1,1,1,0
209,1,0.954254882,0.95552228,0.954254882,0.982344183,0.959709735,0.915039121,0.961465679,0.758878879
210,1,0.954254882,0.95552228,0.954254882,0.982684167,1,1,1,0
211,1,0.954265159,0.955489281,0.954265159,0.982193627,0.968009498,0.928182014,0.967234166,0.777438447
212,1,0.954265159,0.955489281,0.954265159,0.982531396,1,1,1,0
213,1,0.951408016,0.952500118,0.951408016,0.981601547,0.96287661,0.921341714,0.964320073,0.781643853
214,1,0.952836588,0.954160941,0.952836588,0.98194016,1,1,1,0
215,1,0.957122302,0.958305277,0.957122302,0.981490222,0.964951992,0.924617098,0.965763119,0.787201848
216,1,0.954265159,0.955632122,0.954265159,0.981919882,1,1,1,0
217,1,0.957122302,0.958305277,0.957122302,0.982417948,0.963967777,0.924377793,0.965731236,0.804487773
218,1,0.955693731,0.956960463,0.955693731,0.982868663,1,1,1,0
219,1,0.954265159,0.955628964,0.954265159,0.982961487,0.967026941,0.927895527,0.967204668,0.811218807
220,1,0.954265159,0.955632122,0.954265159,0.983230606,1,1,1,0
221,1,0.954265159,0.955632122,0.954265159,0.982603536,0.965058827,0.927428718,0.967143557,0.817573946
222,1,0.954265159,0.955632122,0.954265159,0.982692805,1,1,1,0
223,1,0.957122302,0.958336331,0.957122302,0.982333168,0.967134661,0.930686276,0.968586966,0.822802413
224,1,0.955693731,0.956973777,0.955693731,0.98251258,1,1,1,0
225,1,0.955693731,0.956644455,0.955693731,0.98149977,0.965058827,0.927428718,0.967143557,0.844996499
226,1,0.954265159,0.955299641,0.954265159,0.981858813,1,1,1,0
227,1,0.957122302,0.958104115,0.957122302,0.982551416,0.960800793,0.91806931,0.962875506,0.853687444
228,1,0.955693731,0.956775774,0.955693731,0.982641777,1,1,1,0
229,1,0.955693731,0.95647849,0.955693731,0.982124717,0.960800793,0.91806931,0.962875506,0.882195878
230,1,0.957122302,0.958161735,0.957122302,0.982124935,1,1,1,0
231,1,0.957122302,0.958104115,0.957122302,0.98204047,0.959709735,0.915039121,0.961465679,0.857111926
232,1,0.957122302,0.958161735,0.957122302,0.982061805,1,1,1,0
233,1,0.954265159,0.955059954,0.954265159,0.981811243,0.958724539,0.914799824,0.961429393,0.878793468
234,1,0.957122302,0.957962337,0.957122302,0.981900731,1,1,1,0
235,1,0.955693731,0.956775774,0.955693731,0.983525676,0.959709735,0.915039121,0.961465679,0.918838844
236,1,0.957122302,0.958161735,0.957122302,0.983639149,1,1,1,0
237,1,0.957122302,0.958228627,0.957122302,0.983367816,0.958724539,0.914799824,0.961429393,0.913749991
238,1,0.958550874,0.959348298,0.958550874,0.983503716,1,1,1,0
239,1,0.954265159,0.955059954,0.954265159,0.983345826,0.958724539,0.914799824,0.961429393,0.91987168
240,1,0.957122302,0.958035142,0.957122302,0.983548569,1,1,1,0
241,1,0.957112025,0.9587088,0.957112025,0.946899245,1,1,1,0
242,1,0.957112025,0.9587088,0.957112025,0.946899245,1,1,1,0
243,1,0.96282631,0.964421126,0.96282631,0.967260554,0.990169974,0.972140303,0.987178587,0.212341295
244,1,0.961397739,0.962943012,0.961397739,0.967558955,1,1,1,0
245,1,0.957122302,0.959058092,0.957122302,0.972767314,0.977726201,0.952686505,0.978571885,0.376263586
246,1,0.957122302,0.959058092,0.957122302,0.972949844,1,1,1,0
247,1,0.964275437,0.965911276,0.964275437,0.982247387,0.978488049,0.947309707,0.975803062,0.449980641
248,1,0.961418294,0.963054057,0.961418294,0.982631041,1,1,1,0
249,1,0.958550874,0.960161208,0.958550874,0.983698786,0.971392711,0.940057611,0.972857721,0.495103994
250,1,0.958550874,0.960161208,0.958550874,0.98419479,1,1,1,0
251,1,0.962846865,0.96417463,0.962846865,0.986145931,0.976525752,0.946768619,0.975759972,0.508682311
252,1,0.959989723,0.961553811,0.959989723,0.98655198,1,1,1,0
253,1,0.95713258,0.958916183,0.95713258,0.988751845,0.967240574,0.933575741,0.969971765,0.56955366
254,1,0.958561151,0.960270206,0.958561151,0.989270682,1,1,1,0
255,1,0.955704008,0.957765172,0.955704008,0.98984033,0.972376642,0.940249492,0.972883255,0.608328713
256,1,0.95713258,0.958916183,0.95713258,0.990200216,1,1,1,0
257,1,0.955704008,0.957584684,0.955704008,0.987508745,0.965163852,0.930339379,0.968526466,0.628905201
258,1,0.955704008,0.957584684,0.955704008,0.987801382,1,1,1,0
259,1,0.959989723,0.961500877,0.959989723,0.989299878,0.975543124,0.946552085,0.975737649,0.64193663
260,1,0.95713258,0.958916183,0.95713258,0.989636932,1,1,1,0
261,1,0.955704008,0.957584684,0.955704008,0.989209735,0.96931686,0.936815131,0.971415509,0.654885768
262,1,0.955704008,0.957584684,0.955704008,0.989637368,1,1,1,0
263,1,0.958561151,0.960169377,0.958561151,0.990020148,0.96931686,0.936815131,0.971415509,0.673009009
264,1,0.95713258,0.958916183,0.95713258,0.990244632,1,1,1,0
265,1,0.955704008,0.957461047,0.955704008,0.989410701,0.963086691,0.927105986,0.967079589,0.692280867
266,1,0.955704008,0.957648894,0.955704008,0.989816126,1,1,1,0
267,1,0.95713258,0.958728335,0.95713258,0.989027702,0.965163852,0.930339379,0.968526466,0.695559888
268,1,0.955704008,0.957461047,0.955704008,0.989591205,1,1,1,0
269,1,0.955704008,0.957461047,0.955704008,0.989141145,0.963086691,0.927105986,0.967079589,0.699590354
270,1,0.954275437,0.956317395,0.954275437,0.989524144,1,1,1,0
271,1,0.955704008,0.957584684,0.955704008,0.989522397,0.964073263,0.927249144,0.967111933,0.715052996
272,1,0.954275437,0.956317395,0.954275437,0.989972675,1,1,1,0
273,1,0.954275437,0.95639673,0.954275437,0.989319466,0.959918951,0.920766939,0.964216944,0.738897014
274,1,0.954275437,0.95639673,0.954275437,0.989882532,1,1,1,0
275,1,0.954275437,0.95639673,0.954275437,0.991517268,0.963086691,0.927105986,0.967079589,0.738011812
276,1,0.954275437,0.95639673,0.954275437,0.992103416,1,1,1,0
277,1,0.955704008,0.957540382,0.955704008,0.991744591,0.961009087,0.923875499,0.965631107,0.756249403
278,1,0.954275437,0.95639673,0.954275437,0.992195306,1,1,1,0
279,1,0.955704008,0.957648894,0.955704008,0.991900048,0.963086691,0.927105986,0.967079589,0.766537559
280,1,0.954275437,0.95639673,0.954275437,0.992036791,1,1,1,0
281,1,0.954275437,0.95639673,0.954275437,0.991562121,0.961009087,0.923875499,0.965631107,0.788969225
282,1,0.954275437,0.95639673,0.954275437,0.991924003,1,1,1,0
283,1,0.954275437,0.95639673,0.954275437,0.991472415,0.963086691,0.927105986,0.967079589,0.790663858
284,1,0.954275437,0.95639673,0.954275437,0.991765926,1,1,1,0
285,1,0.954275437,0.95639673,0.954275437,0.991517268,0.961009087,0.923875499,0.965631107,0.793256581
286,1,0.954275437,0.95639673,0.954275437,0.991856069,1,1,1,0
287,1,0.955704008,0.957648894,0.955704008,0.991380962,0.961009087,0.923875499,0.965631107,0.797837011
288,1,0.954275437,0.95639673,0.954275437,0.991674909,1,1,1,0
289,1,0.945673176,0.947241932,0.945673176,0.936241411,1,1,1,0
290,1,0.945673176,0.947241932,0.945673176,0.936241411,1,1,1,0
291,1,0.964275437,0.965855639,0.964275437,0.969063601,0.983611317,0.9542401,0.978685976,0.337815696
292,1,0.948530319,0.950028586,0.948530319,0.968998531,1,1,1,0
293,1,0.959948613,0.960974522,0.959948613,0.976195286,0.981765558,0.956318493,0.980046655,0.400487626
294,1,0.959948613,0.960974522,0.959948613,0.976178496,1,1,1,0
295,1,0.964265159,0.965710723,0.964265159,0.979145479,0.980673174,0.953301036,0.978630978,0.494959836
296,1,0.959969168,0.961242976,0.959969168,0.978942548,1,1,1,0
297,1,0.964265159,0.96587912,0.964265159,0.986622165,0.971392711,0.940057611,0.972857721,0.529045119
298,1,0.964265159,0.96587912,0.964265159,0.98644035,1,1,1,0
299,1,0.967122302,0.968613587,0.967122302,0.988527985,0.977507393,0.947021281,0.975781775,0.53604041
300,1,0.961408016,0.96284544,0.961408016,0.988210738,1,1,1,0
301,1,0.961408016,0.963062053,0.961408016,0.988190089,0.976634721,0.949611726,0.977154157,0.563581734
302,1,0.961408016,0.963062053,0.961408016,0.988211891,1,1,1,0
303,1,0.964275437,0.966003662,0.964275437,0.988079515,0.978599673,0.950033136,0.977196177,0.590013079
304,1,0.961418294,0.963134926,0.961418294,0.988304217,1,1,1,0
305,1,0.958561151,0.960450694,0.958561151,0.988527142,0.971392711,0.940057611,0.972857721,0.616266982
306,1,0.958561151,0.960450694,0.958561151,0.988707895,1,1,1,0
307,1,0.958561151,0.960450694,0.958561151,0.98850534,0.97445141,0.943507425,0.974322339,0.649693288
308,1,0.958561151,0.960270206,0.958561151,0.988888557,1,1,1,0
309,1,0.961418294,0.962939772,0.961418294,0.98956725,0.96931686,0.936815131,0.971415509,0.657517849
310,1,0.959989723,0.961553811,0.959989723,0.989747754,1,1,1,0
311,1,0.961418294,0.96284313,0.961418294,0.990999492,0.973468132,0.943303243,0.974298427,0.68590575
312,1,0.959989723,0.961553811,0.959989723,0.991473725,1,1,1,0
313,1,0.95713258,0.958916183,0.95713258,0.990390263,0.967240574,0.933575741,0.969971765,0.698546229
